catalog_index,source_index,menu_index,game_code,game_zh,section_zh,category,title_zh,title_en,title_ja,zh_status,en_status,url
262,149,263,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,阳伞（星之卡比 Wii 豪华版）,Parasol (Kirby's Return to Dream Land Deluxe),パラソル(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%d1%a5%e9%a5%bd%a5%eb%28WiiDX%29
263,96,264,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,锤子（星之卡比 Wii 豪华版）,Hammer (Kirby's Return to Dream Land Deluxe),ハンマー(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%cf%a5%f3%a5%de%a1%bc%28WiiDX%29
264,82,265,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,光束（星之卡比 Wii 豪华版）,Beam (Kirby's Return to Dream Land Deluxe),ビーム(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%d3%a1%bc%a5%e0%28WiiDX%29
265,153,266,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,烈火（星之卡比 Wii 豪华版）,Fire (Kirby's Return to Dream Land Deluxe),ファイア(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%d5%a5%a1%a5%a4%a5%a2%28WiiDX%29
266,106,267,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,格斗家（星之卡比 Wii 豪华版）,Fighter (Kirby's Return to Dream Land Deluxe),ファイター(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%d5%a5%a1%a5%a4%a5%bf%a1%bc%28WiiDX%29
267,105,268,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,炸弹（星之卡比 Wii 豪华版）,Bomb (Kirby's Return to Dream Land Deluxe),ボム(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%dc%a5%e0%28WiiDX%29
268,104,269,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,叶子（星之卡比 Wii 豪华版）,Leaf (Kirby's Return to Dream Land Deluxe),リーフ(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%ea%a1%bc%a5%d5%28WiiDX%29
269,81,270,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,魅塔骑士（星之卡比 Wii 豪华版）,Meta Knight (Kirby's Return to Dream Land Deluxe),メタナイト(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%e1%a5%bf%a5%ca%a5%a4%a5%c8%28WiiDX%29
270,103,271,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,帝帝帝大王（星之卡比 Wii 豪华版）,King Dedede (Kirby's Return to Dream Land Deluxe),デデデ大王(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%c7%a5%c7%a5%c7%c2%e7%b2%a6%28WiiDX%29
271,70,272,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,头巾瓦豆鲁迪（星之卡比 Wii 豪华版）,Bandana Waddle Dee (Kirby's Return to Dream Land Deluxe),バンダナワドルディ(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%d0%a5%f3%a5%c0%a5%ca%a5%ef%a5%c9%a5%eb%a5%c7%a5%a3%28WiiDX%29
272,160,273,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,首领战（星之卡比 Wii 豪华版）,Boss Battles (Kirby's Return to Dream Land Deluxe),ボス戦(WiiDX),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%a5%dc%a5%b9%c0%ef%28WiiDX%29
273,205,274,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,风语大树 EX（星之卡比 Wii 豪华版）,Whispy Woods EX (Kirby's Return to Dream Land Deluxe),ウィスピーウッズEX(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%a6%a5%a3%a5%b9%a5%d4%a1%bc%a5%a6%a5%c3%a5%baEX%28WiiDX%29
274,184,275,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,达乌塔先生 EX（星之卡比 Wii 豪华版）,Mr. Dooter EX (Kirby's Return to Dream Land Deluxe),ミスター・ダウターEX(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%df%a5%b9%a5%bf%a1%bc%a1%a6%a5%c0%a5%a6%a5%bf%a1%bcEX%28WiiDX%29
275,204,276,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,缓冲肥肥 EX（星之卡比 Wii 豪华版）,Fatty Puffer EX (Kirby's Return to Dream Land Deluxe),ファッティバッファーEX(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%d5%a5%a1%a5%c3%a5%c6%a5%a3%a5%d0%a5%c3%a5%d5%a5%a1%a1%bcEX%28WiiDX%29
276,187,277,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,戈力牙斯 EX（星之卡比 Wii 豪华版）,Goriath EX (Kirby's Return to Dream Land Deluxe),ゴライアスEX(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%b4%a5%e9%a5%a4%a5%a2%a5%b9EX%28WiiDX%29
277,203,278,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,金属将军 EX（星之卡比 Wii 豪华版）,Metal General EX (Kirby's Return to Dream Land Deluxe),メタルジェネラルEX(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%e1%a5%bf%a5%eb%a5%b8%a5%a7%a5%cd%a5%e9%a5%ebEX%28WiiDX%29
278,197,279,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,3 只中首领军团（星之卡比 Wii 豪华版）,Three Mid-Bosses (Kirby's Return to Dream Land Deluxe),中ボス軍団3体(WiiDX),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%c3%e6%a5%dc%a5%b9%b7%b3%c3%c43%c2%ce%28WiiDX%29
279,196,280,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,4 只中首领军团（星之卡比 Wii 豪华版）,Four Mid-Bosses (Kirby's Return to Dream Land Deluxe),中ボス軍団4体(WiiDX),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%c3%e6%a5%dc%a5%b9%b7%b3%c3%c44%c2%ce%28WiiDX%29
280,202,281,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,球体喽啪 EX（星之卡比 Wii 豪华版）,Sphere Doomer EX (Kirby's Return to Dream Land Deluxe),スフィアローパーEX(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%b9%a5%d5%a5%a3%a5%a2%a5%ed%a1%bc%a5%d1%a1%bcEX%28WiiDX%29
281,190,282,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,伟大喽啪 EX（星之卡比 Wii 豪华版）,Grand Doomer EX (Kirby's Return to Dream Land Deluxe),グランドローパーEX(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%b0%a5%e9%a5%f3%a5%c9%a5%ed%a1%bc%a5%d1%a1%bcEX%28WiiDX%29
282,134,283,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,龙帝亚 EX（星之卡比 Wii 豪华版）,Landia EX (Kirby's Return to Dream Land Deluxe),ランディアEX(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%e9%a5%f3%a5%c7%a5%a3%a5%a2EX%28WiiDX%29
283,185,284,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,电阱达乌塔（星之卡比 Wii 豪华版）,Electricky Dooter (Kirby's Return to Dream Land Deluxe),エレトリックダウター,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%a8%a5%ec%a5%c8%a5%ea%a5%c3%a5%af%a5%c0%a5%a6%a5%bf%a1%bc
284,159,285,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,火山缓冲肥肥（星之卡比 Wii 豪华版）,Fiery Puffer (Kirby's Return to Dream Land Deluxe),ヴォルガバッファー,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%f4%a5%a9%a5%eb%a5%ac%a5%d0%a5%c3%a5%d5%a5%a1%a1%bc
285,183,286,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,流水戈力牙斯（星之卡比 Wii 豪华版）,Hydriath (Kirby's Return to Dream Land Deluxe),ハイドロアス,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%cf%a5%a4%a5%c9%a5%ed%a5%a2%a5%b9
286,147,287,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,失控喽啪们（星之卡比 Wii 豪华版）,Rampaging Doomers (Kirby's Return to Dream Land Deluxe),ぼうそうローパーズ,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a4%dc%a4%a6%a4%bd%a4%a6%a5%ed%a1%bc%a5%d1%a1%bc%a5%ba
287,146,288,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,王冠喽啪（星之卡比 Wii 豪华版）,Crowned Doomer (Kirby's Return to Dream Land Deluxe),クラウンドローパー,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%af%a5%e9%a5%a6%a5%f3%a5%c9%a5%ed%a1%bc%a5%d1%a1%bc
288,192,289,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,HR-D3（星之卡比 Wii 豪华版）,HR-D3 (Kirby's Return to Dream Land Deluxe),HR-D3(WiiDX),unchanged,unchanged,https://seesaawiki.jp/kirby_shinkaku/d/HR%2dD3%28WiiDX%29
289,95,290,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,洛亚 EX&魔法洛亚（星之卡比 Wii 豪华版）,Lor EX & Magolor (Kirby's Return to Dream Land Deluxe),ローアEX&マホロア(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%ed%a1%bc%a5%a2EX%26%a5%de%a5%db%a5%ed%a5%a2%28WiiDX%29
290,201,291,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,魔法洛亚 EX（星之卡比 Wii 豪华版）,Magolor EX (Kirby's Return to Dream Land Deluxe),マホロアEX(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%de%a5%db%a5%ed%a5%a2EX%28WiiDX%29
291,200,292,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,星河骑士（星之卡比 Wii 豪华版）,Galacta Knight (Kirby's Return to Dream Land Deluxe),ギャラクティックナイト(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%ae%a5%e3%a5%e9%a5%af%a5%c6%a5%a3%a5%c3%a5%af%a5%ca%a5%a4%a5%c8%28WiiDX%29
292,179,293,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,大师王冠（星之卡比 Wii 豪华版）,Master Crown (Kirby's Return to Dream Land Deluxe),マスタークラウン,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%de%a5%b9%a5%bf%a1%bc%a5%af%a5%e9%a5%a6%a5%f3
293,169,294,WIIDX,星之卡比 Wii 豪华版,首领攻略,boss,魔法洛亚灵魂（星之卡比 Wii 豪华版）,Magolor Soul (Kirby's Return to Dream Land Deluxe),マホロア ソウル(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%de%a5%db%a5%ed%a5%a2%20%a5%bd%a5%a6%a5%eb%28WiiDX%29
294,46,100046,DIS_S2E,星之卡比 探索发现 Nintendo Switch 2 Edition + 星耀世界,综合资料,media_or_records,视频馆（星之卡比 探索发现 Nintendo Switch 2 Edition + 星耀世界）,Video Gallery (Kirby and the Forgotten Land - Nintendo Switch 2 Edition + Star-Crossed World),動画館(Dis・S2E),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%c6%b0%b2%e8%b4%db%28Dis%a1%a6S2E%29
295,21,240,DIS_S2E,星之卡比 探索发现 Nintendo Switch 2 Edition + 星耀世界,EX 首领攻略,boss_ex,寄星晶灭体 杰内尔·美菲里斯（星之卡比 探索发现 Nintendo Switch 2 Edition + 星耀世界）,Genwel Meteonelfilis (Kirby and the Forgotten Land - Nintendo Switch 2 Edition + Star-Crossed World),ジェネル・メフィリス,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%b8%a5%a7%a5%cd%a5%eb%a1%a6%a5%e1%a5%d5%a5%a3%a5%ea%a5%b9
296,10,297,MISC,附加内容,综合资料,route_or_challenge,计时挑战课题,Time Attack Challenges,タイムアタッカーへの課題,translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%a5%bf%a5%a4%a5%e0%a5%a2%a5%bf%a5%c3%a5%ab%a1%bc%a4%d8%a4%ce%b2%dd%c2%ea
297,182,298,MISC,附加内容,综合资料,guide_or_navigation,英语专区,English Corner,英語のコーナー,translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%b1%d1%b8%ec%a4%ce%a5%b3%a1%bc%a5%ca%a1%bc
298,6,299,MISC,附加内容,综合资料,guide_or_navigation,TAS 的房间,TAS Room,TASさんの部屋,translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/TAS%a4%b5%a4%f3%a4%ce%c9%f4%b2%b0
299,206,100206,MISC,附加内容,综合资料,guide_or_navigation,附加内容,Bonus Content,おまけ,translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%a4%aa%a4%de%a4%b1
300,55,100055,INTERNAL,站点内部,站点内部,internal,菜单栏 1,Menu Bar 1,MenuBar1,translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/MenuBar1
301,301,100301,INTERNAL,站点内部,站点内部,internal,菜单栏 2,Menu Bar 2,MenuBar2,translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/MenuBar2
