term_id,category,zh_cn,en,ja,aliases_zh,aliases_en,aliases_ja,zh_status,sources,notes,priority,enabled,match_case
special:the-masked-king,special,The Masked King,The Masked King,マスクド・デデデのテーマ,,,,unchanged,bwiki-infobox,BWIKI page: 蒙面·帝帝帝主题曲; template: Infobox/音乐,100,True,False
special:the-revenge,special,帝帝帝的复仇,The Revenge,リベンジ オブ デデデ,,,,project,bwiki-infobox,BWIKI page: 帝帝帝的复仇; template: Infobox/关卡,100,True,False
special:the-skull-gang,special,The Skull Gang,The Skull Gang,ドクロだんのテーマ,,,,unchanged,bwiki-infobox,BWIKI page: 头骨团主题曲; template: Infobox/音乐,100,True,False
special:the-tropical-terror,special,恐怖的热带,The Tropical Terror,きょうふのトロピカル,,,,official_reused,bwiki-infobox,BWIKI page: 恐怖的热带; template: Infobox/关卡,100,True,False
special:the-wastes-where-life-began,special,生命起源大荒野,The Wastes Where Life Began,命はじまる大荒野,,,,official_reused,bwiki-infobox,BWIKI page: 生命起源大荒野; template: Infobox/关卡,100,True,False
special:the-wondaria-dream-parade,special,惊奇乐园巡游之梦,The Wondaria Dream Parade,ワンダリアパレードの夢,,,,official_reused,bwiki-infobox,BWIKI page: 惊奇乐园巡游之梦; template: Infobox/关卡,100,True,False
special:the-world-of-drawcia,special,The World of Drawcia,The World of Drawcia,ザ ワールド オブ ドロシア,,,,unchanged,bwiki-infobox,BWIKI page: 堕落锡安世界; template: Infobox/关卡,100,True,False
special:the-world-to-win,special,The World to Win,The World to Win,この星をかけた魂の戦い,,,,unchanged,bwiki-infobox,BWIKI page: 赌上这颗星球的灵魂之战; template: Infobox/音乐,100,True,False
special:through-block,special,贯穿方块,Through Block,スルーブロック,,,,official_reused,bwiki-table,BWIKI vertical name table: 道具（卡比方块球）,100,True,False
special:through-the-tunnel,special,穿过隧道,Through the Tunnel,トンネルくぐって,,,,official_reused,bwiki-infobox,BWIKI page: 穿过隧道; template: Infobox/关卡,100,True,False
special:throw-and-catch-treasure-collecting,special,投掷！抓住财宝,Throw and Catch! Treasure Collecting,なげて! おたからキャッチ,,,,official_reused,bwiki-infobox,BWIKI page: 投掷！抓住财宝; template: Infobox/关卡,100,True,False
special:tilt-bowl,special,倾斜玻璃碗,Tilt Bowl,かたむき水がめ,,,,official_reused,bwiki-infobox,BWIKI page: 星之卡比 三重豪华/道具; template: 道具,100,True,False
special:tilt-gondola,special,Tilt Gondola,Tilt Gondola,かたむきゴンドラ,,,,unchanged,bwiki-infobox,BWIKI page: 缆车; template: Infobox/道具,100,True,False
special:time-bomb,special,时间炸弹,Time Bomb,タイマーボム,,,,project,bwiki-infobox,BWIKI page: 道具（皇家大乱斗）; template: 道具,100,True,False
special:timed-dynamite,special,定时炸弹,Timed Dynamite,タイマーダイナマイト,,,,project,bwiki-infobox,BWIKI page: 定时炸弹; template: Infobox/道具,100,True,False
special:toss-em-hit-the-bomb-blocks,special,Toss 'Em! Hit the Bomb Blocks,Toss 'Em! Hit the Bomb Blocks,かかげてポイ!ばくだんブロック,,,,unchanged,bwiki-infobox,BWIKI page: 举起丢出去！炸弹方块; template: Infobox/关卡,100,True,False
special:toy-tracks,special,Toy Tracks,Toy Tracks,おもちゃのカーニバル,,,,unchanged,bwiki-infobox,BWIKI page: 玩具小道; template: Infobox/关卡,100,True,False
special:treat-land,special,梦幻园地,Treat Land,ファンタジーランド,,,,project,bwiki-infobox,BWIKI page: 梦幻园地; template: Infobox/关卡,100,True,False
special:trial-room-1,special,训练房间1,Trial Room 1,おためし部屋 1,,,,project,bwiki-infobox,BWIKI page: 训练房间1; template: Infobox/关卡,100,True,False
special:trial-room-2,special,训练房间2,Trial Room 2,おためし部屋 2,,,,project,bwiki-infobox,BWIKI page: 训练房间2; template: Infobox/关卡,100,True,False
special:triple-strike-bowling-for-switches,special,全倒！三胞胎开关,Triple Strike! Bowling for Switches,ストライク! 三つ子スイッチ,,,,official_reused,bwiki-infobox,BWIKI page: 全倒！三胞胎开关; template: Infobox/关卡,100,True,False
special:triple-strike-over-freezing-water,special,Triple Strike! Over Freezing Water,Triple Strike! Over Freezing Water,こごえる水めん!三つ子スイッチ,,,,unchanged,bwiki-infobox,BWIKI page: 冻僵水面！三胞胎开关; template: Infobox/关卡,100,True,False
special:trophy,special,奖杯,Trophy,,,,,official_reused,bwiki-infobox,BWIKI page: 奖杯; template: Infobox/道具,100,True,False
special:tube-town,special,Tube Town,Tube Town,でんしワールド,,,,unchanged,bwiki-infobox,BWIKI page: 电子世界; template: Infobox/关卡,100,True,False
special:twinkle-stars,special,Twinkle Stars,Twinkle Stars,ティンクル☆スターズ,,,,unchanged,bwiki-infobox,BWIKI page: 闪耀☆星星; template: Infobox/音乐,100,True,False
special:up-and-over-across-spike-road,special,飞越吧！荆棘路,Up and Over! Across Spike Road,飛んでこえろ! トゲトゲロード,,,,official_reused,bwiki-infobox,BWIKI page: 飞越吧！荆棘路; template: Infobox/关卡,100,True,False
special:vegetable-valley,special,Vegetable Valley,Vegetable Valley,ベジタブルバレー (BGM),,,ベジタブルバレー,unchanged,bwiki-infobox,BWIKI page: 青菜山谷(BGM); template: Infobox/音乐；BWIKI page: 青菜山谷; template: Infobox/关卡,100,True,False
special:vitality-heart,special,生命之源,Vitality Heart,ライフのもと,,,,official_reused,bwiki-infobox,BWIKI page: 星之卡比 镜之大迷宫/道具; template: 道具,100,True,False
special:vocal-volcano,special,Vocal Volcano,Vocal Volcano,ボイスボルカノ,,,,unchanged,bwiki-infobox,BWIKI page: 躁动火山; template: Infobox/关卡,100,True,False
special:volcano-valley,special,熔岩山谷,Volcano Valley,マグマウンテン,,,,project,bwiki-infobox,BWIKI page: 熔岩山谷; template: Infobox/关卡,100,True,False
special:vs-dangerous-beast,special,VS. Dangerous Beast,VS. Dangerous Beast,VS.デンジャラスビースト,,,,unchanged,bwiki-infobox,BWIKI page: VS.危险野兽; template: Infobox/音乐,100,True,False
special:vs-dark-matter,special,Vs. Dark Matter,Vs. Dark Matter,VS.ダークマター,,,,unchanged,bwiki-infobox,BWIKI page: VS.暗物质; template: Infobox/音乐,100,True,False
special:vs-sphere-doomer,special,VS.球体喽啪,VS Sphere Doomer,VS.スフィアローパー,,,,official_reused,bwiki-infobox,BWIKI page: 球体喽啪(BGM); template: Infobox/音乐,100,True,False
special:vs-star-dream,special,VS. Star Dream,VS. Star Dream,VS.スタードリーム,,,,unchanged,bwiki-infobox,BWIKI page: Vs.星之梦; template: Infobox/音乐,100,True,False
special:vs-zero,special,Vs. Zero,Vs. Zero,VS.ゼロ,,,,unchanged,bwiki-infobox,BWIKI page: VS.零; template: Infobox/音乐,100,True,False
special:warp-star,special,传送之星,Warp Star,ワープスター,,,,official_reused,bwiki-infobox | bwiki-table,BWIKI page: 传送之星; template: Infobox/道具；BWIKI vertical name table: 驭天飞行器,100,True,False
special:wash-em-away-slippery-parade,special,Wash 'Em Away! Slippery Parade,Wash 'Em Away! Slippery Parade,水にながして!スリップパレード,,,,unchanged,bwiki-infobox,BWIKI page: 顺流而下！滑行巡游; template: Infobox/关卡,100,True,False
special:washed-away-at-the-cement-summit,special,顺流方块山丘,Washed Away at the Cement Summit,ブロックヒルズに流されて,,,,official_reused,bwiki-infobox,BWIKI page: 顺流方块山丘; template: Infobox/关卡,100,True,False
special:wastes-that-count-time,special,嘀嗒计时大荒野,Wastes That Count Time,時を数える大荒野,,,,official_reused,bwiki-infobox,BWIKI page: 嘀嗒计时大荒野; template: Infobox/关卡,100,True,False
special:water-fragment,special,Water Fragment,Water Fragment,みずのカケラ,,,,unchanged,bwiki-infobox,BWIKI page: 水之碎片; template: Infobox/道具,100,True,False
special:water-fragment-codex,special,Water Fragment Codex,Water Fragment Codex,みずのカケラの書,,,,unchanged,bwiki-infobox,BWIKI page: 水之碎片之书; template: Infobox/道具,100,True,False
special:water-land,special,水域海地,Water Land,ウォーターランド,,,,project,bwiki-infobox,BWIKI page: 水域海地; template: Infobox/关卡,100,True,False
special:water-planet-aquarius,special,水之星 水瓶宫,Water Planet AQUARIUS,水の星 アクアリス,,,,project,bwiki-infobox,BWIKI page: 水之星 水瓶宫; template: Infobox/关卡,100,True,False
special:waveflow-waters,special,Waveflow Waters,Waveflow Waters,ダグウォータ,,,,unchanged,bwiki-infobox,BWIKI page: 奔天激流; template: Infobox/关卡,100,True,False
special:weird-woods,special,Weird Woods,Weird Woods,ペラペラのもり,,,,unchanged,bwiki-infobox,BWIKI page: 奇异森林; template: Infobox/关卡,100,True,False
special:welcome-to-wondaria,special,欢迎光临惊奇乐园,Welcome to Wondaria,ようこそワンダリア,,,,official_reused,bwiki-infobox,BWIKI page: 欢迎光临惊奇乐园; template: Infobox/关卡,100,True,False
special:welcome-your-new-overlord,special,开始支配吧,Welcome Your New Overlord,支配してアゲルヨォ,,,,official_reused,bwiki-infobox,BWIKI page: 开始支配吧; template: Infobox/音乐,100,True,False
special:western-outer-wall,special,Western Outer Wall,Western Outer Wall,西の外へき,,,,unchanged,bwiki-infobox,BWIKI page: 西侧的外墙; template: Infobox/关卡,100,True,False
special:whack-attack-wild-hammer-trial,special,Whack Attack! Wild Hammer Trial,Whack Attack! Wild Hammer Trial,たたかえ!ワイルドハンマーのしれん,,,,unchanged,bwiki-infobox,BWIKI page: 战斗吧！狂野锤子的试炼; template: Infobox/关卡,100,True,False
special:whirl-em-away-storm-tornado-trial,special,Whirl 'Em Away! Storm Tornado Trial,Whirl 'Em Away! Storm Tornado Trial,たたかえ!ストームトルネイドのしれん,,,,unchanged,bwiki-infobox,BWIKI page: 战斗吧！风暴龙卷风的试炼; template: Infobox/关卡,100,True,False
special:whispy-s-forest,special,Whispy's Forest,Whispy's Forest,ウィスピーのもり,,,,unchanged,bwiki-infobox,BWIKI page: 风语树大森林; template: Infobox/关卡,100,True,False
special:whispy-stage-cake,special,Whispy Stage Cake,Whispy Stage Cake,ウィスピーステージケーキ,,,,unchanged,bwiki-infobox,BWIKI page: 风语关卡蛋糕; template: Infobox/关卡,100,True,False
special:whispy-woods-course,special,Whispy Woods Course,Whispy Woods Course,ウィスピーウッズ コース,,,,unchanged,bwiki-infobox,BWIKI page: 风语大树世界; template: Infobox/关卡,100,True,False
special:whispy-woods-land,special,Whispy Woods Land,Whispy Woods Land,ウィスピーウッズランド,,,,unchanged,bwiki-infobox,BWIKI page: 风语大树大陆; template: Infobox/关卡,100,True,False
special:white-block,special,白色方块,White Block,ホワイトブロック,,,,official_reused,bwiki-table,BWIKI vertical name table: 道具（卡比方块球）,100,True,False
special:white-wafers,special,White Wafers,White Wafers,ホワイト ウェハース,,,,unchanged,bwiki-infobox,BWIKI page: 雾白望雪; template: Infobox/关卡,100,True,False
special:whole-cakes,special,Whole Cakes,Whole Cakes,ホールケーキ,,,,unchanged,bwiki-infobox,BWIKI page: 圆形蛋糕; template: Infobox/关卡,100,True,False
special:wild-world,special,狂野世界,Wild World,ワイルド ワールド,,,,project,bwiki-infobox,BWIKI page: 狂野世界; template: Infobox/关卡,100,True,False
special:wind-planet-skyhigh,special,天空之星 极地高空,Wind Planet SKYHIGH,大空の星 スカイハイ,,,,project,bwiki-infobox,BWIKI page: 天空之星 极地高空; template: Infobox/关卡,100,True,False
special:windy-freezing-seas,special,冰冷的海与风,"Windy, Freezing Seas",いてつく海と風と,,,,official_reused,bwiki-infobox,BWIKI page: 冰冷的海与风; template: Infobox/关卡,100,True,False
special:winged-drum,special,飞飞鼓,Winged drum,うごくドラム,,,,official_reused,bwiki-infobox,BWIKI page: 装置（帝帝帝大王的帝帝帝跃动Z）; template: 道具,100,True,False
special:winter-horns,special,雪白角峰,Winter Horns,ホワイティホルンズ,,,,official_reused,bwiki-infobox,BWIKI page: 雪白角峰; template: Infobox/关卡,100,True,False
special:with-gusto-turn-the-windmills,special,With Gusto! Turn the Windmills,With Gusto! Turn the Windmills,ふーふー!かざ車シューティング,,,,unchanged,bwiki-infobox,BWIKI page: 呼~呼~！风车射击; template: Infobox/关卡,100,True,False
special:wondaria-remains,special,惊奇乐园遗址,Wondaria Remains,ワンダリア跡地,,,,official_reused,bwiki-infobox,BWIKI page: 惊奇乐园遗址; template: Infobox/关卡,100,True,False
special:wonder-lilane,special,Wonder Lilane,Wonder Lilane,ワンダーバイレット,,,,unchanged,bwiki-infobox,BWIKI page: 奇迹里兰; template: Infobox/关卡,100,True,False
special:yellow-dunes,special,黄岩沙丘,Yellow Dunes,イエロー デューンズ,,,,project,bwiki-infobox,BWIKI page: 黄岩沙丘; template: Infobox/关卡,100,True,False
special:zap-weapon,special,电气武器,Zap Weapon,バリッカウェポン,,,,official_reused,bwiki-infobox,BWIKI page: 道具（卡比群星战Z）; template: 道具,100,True,False
title:beginner-s-guide,title,新手指南,Beginner's Guide,初心者向けページ,新手指南 GENERAL | 综合 新手指南,Beginner's Guide GENERAL | General Beginner's Guide | 新手指南 GENERAL,,project,shinkaku-page-names,真格速查 #3,150,True,False
title:copy-ability-quick-reference,title,复制能力速查表,Copy Ability Quick Reference,コピー能力早見表,复制能力速查表 GENERAL | 综合 复制能力速查表,Copy Ability Quick Reference GENERAL | General Copy Ability Quick Reference | 复制能力速查表 GENERAL,,project,shinkaku-page-names,真格速查 #5,150,True,False
title:english-corner,title,英语专区,English Corner,英語のコーナー,英语专区 MISC | 附加内容 英语专区,English Corner MISC | Miscellaneous English Corner | 英语专区 MISC,,project,shinkaku-page-names,真格速查 #297,150,True,False
title:introduction,title,入门说明,Introduction,はじめに,入门说明 GENERAL | 综合 入门说明,General Introduction | Introduction GENERAL | 入门说明 GENERAL,,project,shinkaku-page-names,真格速查 #2,150,True,False
title:menu-bar-1,title,菜单栏 1,Menu Bar 1,MenuBar1,站点内部 菜单栏 1 | 菜单栏 1 INTERNAL,Internal Pages Menu Bar 1 | Menu Bar 1 INTERNAL | 菜单栏 1 INTERNAL,,project,shinkaku-page-names,真格速查 #300,150,True,False
title:menu-bar-2,title,菜单栏 2,Menu Bar 2,MenuBar2,站点内部 菜单栏 2 | 菜单栏 2 INTERNAL,Internal Pages Menu Bar 2 | Menu Bar 2 INTERNAL | 菜单栏 2 INTERNAL,,project,shinkaku-page-names,真格速查 #301,150,True,False
title:records,title,纪录集,Records,記録集,星之卡比 新星同盟 纪录集 | 纪录集 STA | 纪录集（星之卡比 新星同盟）,Kirby Star Allies Records | Records (Kirby Star Allies) | Records STA | 纪录集 STA,記録集(STA),project,shinkaku-page-names,真格速查 #132,150,True,False
title:road-to-improvement,title,进阶指南,Road to Improvement,上達への道,综合 进阶指南 | 进阶指南 GENERAL,General Road to Improvement | Road to Improvement GENERAL | 进阶指南 GENERAL,,project,shinkaku-page-names,真格速查 #4,150,True,False
title:tas-room,title,TAS 的房间,TAS Room,TASさんの部屋,TAS 的房间 MISC | 附加内容 TAS 的房间,Miscellaneous TAS Room | TAS Room MISC | TAS 的房间 MISC | 附加内容 TAS 的房间,,project,shinkaku-page-names,真格速查 #298,150,True,False
title:top-page,title,首页,Top Page,トップページ,综合 首页 | 首页 GENERAL,General Top Page | Top Page GENERAL | 首页 GENERAL,,project,shinkaku-page-names,真格速查 #1,150,True,False
title:video-gallery,title,视频馆,Video Gallery,動画館,星之卡比 Wii 视频馆 | 星之卡比 Wii 豪华版 视频馆 | 星之卡比 三重豪华版 视频馆 | 星之卡比 探索发现 Nintendo Switch 2 Edition + 星耀世界 视频馆 | 星之卡比 探索发现 视频馆 | 星之卡比 新星同盟 视频馆 | 星之卡比 机器人星球 视频馆 | 视频馆 DIS | 视频馆 DIS_S2E | 视频馆 RBP | 视频馆 STA | 视频馆 TDX | 视频馆 WII | 视频馆 WIIDX | 视频馆（星之卡比 Wii 豪华版） | 视频馆（星之卡比 Wii） | 视频馆（星之卡比 三重豪华版） | 视频馆（星之卡比 探索发现 Nintendo Switch 2 Edition + 星耀世界） | 视频馆（星之卡比 探索发现） | 视频馆（星之卡比 新星同盟） | 视频馆（星之卡比 机器人星球）,Kirby and the Forgotten Land - Nintendo Switch 2 Edition + Star-Crossed World Video Gallery | Kirby and the Forgotten Land Video Gallery | Kirby Star Allies Video Gallery | Kirby's Return to Dream Land Deluxe Video Gallery | Kirby's Return to Dream Land Video Gallery | Kirby: Planet Robobot Video Gallery | Kirby: Triple Deluxe Video Gallery | Video Gallery (Kirby and the Forgotten Land - Nintendo Switch 2 Edition + Star-Crossed World) | Video Gallery (Kirby and the Forgotten Land) | Video Gallery (Kirby Star Allies) | Video Gallery (Kirby's Return to Dream Land Deluxe) | Video Gallery (Kirby's Return to Dream Land) | Video Gallery (Kirby: Planet Robobot) | Video Gallery (Kirby: Triple Deluxe) | Video Gallery DIS | Video Gallery DIS_S2E | Video Gallery RBP | Video Gallery STA | Video Gallery TDX | Video Gallery WII | Video Gallery WIIDX | 星之卡比 Wii 视频馆 | 星之卡比 Wii 豪华版 视频馆 | 星之卡比 探索发现 Nintendo Switch 2 Edition + 星耀世界 视频馆 | 视频馆 DIS | 视频馆 DIS_S2E | 视频馆 RBP | 视频馆 STA | 视频馆 TDX | 视频馆 WII | 视频馆 WIIDX,動画館(Dis) | 動画館(Dis・S2E) | 動画館(RBP) | 動画館(STA) | 動画館(TDX) | 動画館(Wii) | 動画館(WiiDX),project,shinkaku-page-names,真格速查 #131；真格速查 #203；真格速查 #244；真格速查 #294；真格速查 #52；真格速查 #7；真格速查 #90,150,True,False
work:100-yard-hop,work,跳跳比赛,100-Yard Hop,けんけんレース,,,,project,bwiki-infobox,BWIKI page: 跳跳比赛; template: Infobox/小游戏,100,True,False
work:air-glider,work,Air Glider,Air Glider,エアグライダー,,,,unchanged,bwiki-infobox,BWIKI page: 空中滑翔; template: Infobox/小游戏,100,True,False
work:air-hockey,work,Air Hockey,Air Hockey,エアホッケー,,,,unchanged,bwiki-infobox,BWIKI page: 空中接球; template: Infobox/小游戏,100,True,False
work:air-ride,work,Air Ride,Air Ride,エアライド,,,,unchanged,bwiki-infobox,BWIKI page: 驭天飞行; template: Infobox/小游戏,100,True,False
work:arena,work,斗技场,Arena,,,,,official_reused,bwiki-infobox,BWIKI page: 斗技场; template: Infobox/小游戏,100,True,False
work:battle-arena,work,Battle Arena,Battle Arena,バトルロイヤル,,Kirby Melee,,unchanged,bwiki-infobox,BWIKI page: 大混战; template: Infobox/小游戏；BWIKI page: 贪玩竞技场; template: Infobox/关卡,100,True,False
work:beadrix-s-bead-collection,work,Beadrix's Bead Collection,Beadrix's Bead Collection,ビーズあつめ,,,,unchanged,bwiki-infobox,BWIKI page: 收集珠子; template: Infobox/小游戏,100,True,False
work:beam-gauntlet,work,Beam Gauntlet,Beam Gauntlet,ビームパッセージ,,,,unchanged,bwiki-infobox,BWIKI page: 光束之路; template: Infobox/小游戏,100,True,False
work:big-battle,work,Big Battle,Big Battle,ビッグバトル,,,,unchanged,bwiki-infobox,BWIKI page: 巨物之战; template: Infobox/小游戏,100,True,False
work:block-attack,work,方块攻击,Block Attack,ブロックアタック,,,,project,bwiki-infobox,BWIKI page: 方块攻击; template: Infobox/小游戏,100,True,False
work:bomb-rally,work,爆裂炸弹接力,Bomb Rally,爆裂ボンバーラリー,,,,project,bwiki-infobox,BWIKI page: 爆裂炸弹接力; template: Infobox/小游戏,100,True,False
work:bonus-chance,work,奖励游戏,Bonus Chance,,,,,project,bwiki-infobox,BWIKI page: 奖励游戏; template: Infobox/小游戏,100,True,False
work:booming-blasters,work,砰砰光线枪,Booming Blasters,ガンガンブラスターズ,,,,official_reused,bwiki-infobox,BWIKI page: 砰砰光线枪; template: Infobox/小游戏,100,True,False
work:boss-endurance,work,魔王淘汰赛,Boss Endurance,かちぬきボスバトル,,,,project,bwiki-infobox,BWIKI page: 魔王淘汰赛; template: Infobox/小游戏,100,True,False
work:boss-game-select,work,Boss Game Select,Boss Game Select,ボスゲームセレクト (BGM),,,,unchanged,bwiki-infobox,BWIKI page: 魔王游戏选择; template: Infobox/音乐,100,True,False
work:bumper-crop-bump,work,捕捕对决,Bumper Crop Bump,とるとるバトル,,,,project,bwiki-infobox,BWIKI page: 捕捕对决; template: Infobox/小游戏,100,True,False
work:buster-s-combat-training,work,Buster's Combat Training,Buster's Combat Training,しゅぎょう,,,,unchanged,bwiki-infobox,BWIKI page: 修行; template: Infobox/小游戏,100,True,False
work:button-rush,work,Button Rush,Button Rush,スイッチプッシュ,,,,unchanged,bwiki-infobox,BWIKI page: 开关大赛; template: Infobox/小游戏,100,True,False
work:carrie-s-carry,work,Carrie's Carry,Carrie's Carry,おでかけ,,,,unchanged,bwiki-infobox,BWIKI page: 护送; template: Infobox/小游戏,100,True,False
work:cart-run,work,矿车追逐赛,Cart Run,トロッコチェイス,,,,project,bwiki-infobox,BWIKI page: 矿车追逐赛; template: Infobox/小游戏,100,True,False
work:checkerboard-chase,work,掉落掉落竞争,Checkerboard Chase,おちおちファイト,,,,official_reused,bwiki-infobox,BWIKI page: 掉落掉落竞争; template: Infobox/小游戏,100,True,False
work:chop-champs,work,Chop Champs,Chop Champs,ふりふり! きこりきょうそう,,,,unchanged,bwiki-infobox,BWIKI page: 挥挥挥！伐木竞争; template: Infobox/小游戏,100,True,False
work:city-trial,work,城市竞速 / 城市试炼,City Trial,シティトライアル,,,,project,bwiki-infobox | curated-official-notes,BWIKI page: 城市竞赛; template: Infobox/小游戏；星之卡比官方资料.md / 核心玩法词条,120,True,False
work:crackity-hack,work,十亿吨拳击,Crackity Hack,ギガトンパンチ,,,,official_reused,bwiki-infobox,BWIKI page: 十亿吨拳击; template: Infobox/小游戏,100,True,False
work:crane-fever,work,狂热玩偶机,Crane Fever,クレーンフィーバー,,,,project,bwiki-infobox,BWIKI page: 狂热玩偶机; template: Infobox/小游戏,100,True,False
work:dash-course,work,Dash Course,Dash Course,○△□けんけん,,,,unchanged,bwiki-infobox,BWIKI page: 〇△口跳跳; template: Infobox/小游戏,100,True,False
work:dedede-gogogo,work,Dedede Gogogo,Dedede Gogogo,デデデでドドド,,,,unchanged,bwiki-infobox,BWIKI page: 帝帝帝冲冲冲; template: Infobox/小游戏,100,True,False
work:dedede-s-cake-royale,work,蛋糕争霸赛！,Dedede's Cake Royale,デデデグランプリ,,,,project,bwiki-infobox,BWIKI page: 蛋糕争霸赛！; template: Infobox/小游戏,100,True,False
work:dedede-s-drum-dash,work,Dedede's Drum Dash,Dedede's Drum Dash,大王のデデデでデン,,,,unchanged,bwiki-infobox,BWIKI page: 帝帝帝大王的帝帝帝跃动; template: Infobox/小游戏,100,True,False
work:dedede-s-drum-dash-deluxe,work,帝帝帝大王的帝帝帝跃动Z,Dedede's Drum Dash Deluxe,デデデ大王のデデデでデンZ,帝帝帝大王节奏跳 Z,,,official_reused,bwiki-infobox | bwiki-table | curated-official-notes,BWIKI page: 帝帝帝大王的帝帝帝跃动Z; template: Infobox/游戏；BWIKI table: 星之卡比系列；星之卡比官方资料.md / 系列作品年表,120,True,False
work:dededetour,work,帝帝帝GO,Dededetour,デデデでゴー!,,,,project,bwiki-infobox,BWIKI page: 帝帝帝GO; template: Infobox/小游戏,100,True,False
work:destruction-derby,work,殊死战,Destruction Derby,デスマッチ,,,,official_reused,bwiki-infobox,BWIKI page: 殊死战; template: Infobox/小游戏,100,True,False
work:devilish-mode,work,Devilish Mode,Devilish Mode,デビルモード,,,,unchanged,bwiki-infobox,BWIKI page: 恶魔模式; template: Infobox/小游戏,100,True,False
work:do-the-kirby,work,跳舞的卡比,Do the Kirby,ダンス・ザ・カービィ,,,,project,bwiki-infobox,BWIKI page: 跳舞的卡比; template: Infobox/小游戏,100,True,False
work:drag-race,work,极速挑战,Drag Race,ゼロヨンアタック,,,,official_reused,bwiki-infobox,BWIKI page: 极速挑战; template: Infobox/小游戏,100,True,False
work:egg-catcher,work,接蛋,Egg Catcher,たまごきゃっちゃ,,,,project,bwiki-infobox,BWIKI page: 接蛋; template: Infobox/小游戏,100,True,False
work:extra-mode,work,Extra Mode,Extra Mode,エキストラモード,,,,unchanged,bwiki-infobox,BWIKI page: 特别模式; template: Infobox/小游戏,100,True,False
work:field-frenzy,work,Field Frenzy,Field Frenzy,参上! モグモグ団,,,,unchanged,bwiki-infobox,BWIKI page: 参上！地鼠团; template: Infobox/小游戏,100,True,False
work:file-taiko-kirby-warp-star-costume-png,work,闪耀☆星星→Green greens(新星同盟版) →友谊与牵绊之战,File:Taiko_Kirby_Warp_Star_Costume.png,121・213・382・630,,,,official_reused,bwiki-table,BWIKI table: 客串游戏,100,True,False
work:flash-fishing,work,紧张刺激！刹那间的钓鱼池,Flash Fishing,ドキドキ！せつなのつりぼり,,,,official_reused,bwiki-infobox,BWIKI page: 紧张刺激！刹那间的钓鱼池; template: Infobox/小游戏,100,True,False
work:gourmet-race,work,激烈冲突！美食比赛,Gourmet Race,激突! グルメレース,,,グルメレース,official_reused,bwiki-infobox,BWIKI page: 激烈冲突！美食比赛; template: Infobox/小游戏；BWIKI page: 美食比赛; template: Infobox/小游戏,100,True,False
work:guest-star-star-allies-go,work,Guest Star ???? Star Allies Go!,Guest Star ???? Star Allies Go!,星の○○○○ スターフレンズでGO!,,,,unchanged,bwiki-infobox,BWIKI page: 星之○○○○ 新星盟友GO！; template: Infobox/小游戏,100,True,False
work:helper-to-hero,work,协助者大师之路,Helper to Hero,ヘルパーマスターへの道,,,,project,bwiki-infobox,BWIKI page: 协助者大师之路; template: Infobox/小游戏,100,True,False
work:heroes-in-another-dimension,work,Heroes in Another Dimension,Heroes in Another Dimension,アナザーディメンションヒーローズ,,,,unchanged,bwiki-infobox,BWIKI page: 异次元空间英雄同盟; template: Infobox/小游戏,100,True,False
work:internal-pages,work,站点内部,Internal Pages,内部ページ,,,,official_reused,shinkaku-page-names,,100,True,False
work:kirby-3d-rumble,work,Kirby 3D Rumble,Kirby 3D Rumble,カービィの3Dチャレンジ,,,,unchanged,bwiki-infobox,BWIKI page: 卡比3D挑战; template: Infobox/小游戏,100,True,False
work:kirby-64-the-crystal-shards,work,星之卡比64,Kirby 64: The Crystal Shards,星のカービィ64,,Kirby64:The Crystal Shards,,official_reused,bwiki-infobox | bwiki-table | catalog-forms | catalog-profiles | curated-official-notes,BWIKI page: 星之卡比64; template: Infobox/游戏；BWIKI table: 星之卡比系列；星之卡比官方资料.md / 系列作品年表,120,True,False
work:kirby-air-ride,work,卡比的驭天飞行,Kirby Air Ride,カービィのエアライド,卡比的飞天赛车 | 卡比飞天赛车 / 卡比空中滑行,Kirby's Air Ride,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | curated-official-notes,BWIKI page: 卡比的驭天飞行; template: Infobox/游戏；BWIKI table: 星之卡比系列；星之卡比官方资料.md / 系列作品年表,120,True,False
work:kirby-air-riders,work,卡比的驭天飞行者,Kirby Air Riders,カービィのエアライダー,卡比的馭天飛行者,,,official,bwiki-infobox | catalog-forms | catalog-profiles | curated-official-notes,BWIKI page: 卡比的驭天飞行者; template: Infobox/游戏；星之卡比官方资料.md / 简中主名与近年官方中文作品；星之卡比官方资料.md / 系列作品年表,120,True,False
work:kirby-and-the-big-panic-in-gloomy-woods,work,Kirby and the Big Panic in Gloomy Woods!,Kirby and the Big Panic in Gloomy Woods!,,,,,unchanged,catalog-profiles,,100,True,False
work:kirby-and-the-dangerous-gourmet-mansion,work,Kirby and the Dangerous Gourmet Mansion?!,Kirby and the Dangerous Gourmet Mansion?!,,,,,unchanged,catalog-profiles,,100,True,False
work:kirby-and-the-forgotten-land,work,星之卡比 探索发现,Kirby and the Forgotten Land,星のカービィ ディスカバリー,,,,official_reused,bwiki-infobox | bwiki-table | catalog-forms | catalog-profiles | curated-official-notes | shinkaku-page-names,BWIKI page: 星之卡比 探索发现; template: Infobox/游戏；BWIKI table: 星之卡比系列；星之卡比官方资料.md / 简中主名与近年官方中文作品；星之卡比官方资料.md / 系列作品年表,120,True,False
